Proteome ID,Organism,Organism ID,Protein count
UP000034380,Candidatus Yanofskybacteria bacterium GW2011_GWA1_41_6,1619020,323
UP000034038,Parcubacteria group bacterium GW2011_GWF2_44_7,1618970,420
UP000033930,Candidatus Uhrbacteria bacterium GW2011_GWC1_41_20,1618983,882
UP000033681,Flavobacteriales bacterium BRH_c54,1629721,2326
UP000055883,Arthrobacter sp. A3,595593,3809
UP000031563,Bacillaceae bacterium MTCC 8252,1123719,4016
UP000034504,candidate division WWE3 bacterium GW2011_GWC2_44_9,1619125,756
UP000034665,Candidatus Wolfebacteria bacterium GW2011_GWC2_39_22,1619013,1009
UP000034753,Candidatus Daviesbacteria bacterium GW2011_GWB1_41_5,1618429,1228
UP000034942,Candidatus Woesebacteria bacterium GW2011_GWD2_40_19,1618595,796
UP000036486,Peptococcaceae bacterium 1109,1655638,2288
UP000037930,Blastomonas sp. AAP25,1523416,3685
UP000026960,Oryza barthii,65489,40212
UP000116498,Torque teno mini virus 18,1859149,3
UP000050906,Phycicoccus sp. Soil802,1736414,3848
UP000050969,Lactobacillus saniviri JCM 17471 = DSM 24301,1293598,2333
UP000051120,Gemmatimonas sp. SG8_28,1703357,3081
UP000051427,Sphingomonas sp. Leaf231,1736301,3320
UP000051465,Rhizobacter sp. Root1221,1736433,5887
UP000052185,Planctomycetes bacterium SM23_65,1704030,1398
UP000053102,Methylibium sp. NZG,1686064,3979
UP000054048,Streptomyces sp. NRRL F-5122,1609098,8450
UP000054560,Sphaeroforma arctica JP610,667725,18649
UP000057652,Actinobacteria bacterium 66_15,1635289,2274
UP000064734,Carnobacterium sp. CP1,1564681,2388
UP000070280,Microgenomates bacterium OLB23,1617429,1122
UP000071549,Novosphingobium barchaimii,1420591,3126
UP000027384,Bacillus phage Waukesha92,1510440,72
UP000077405,Azospirillum humicireducens,1226968,2828
UP000092714,Clostridium paraputrificum,29363,3219
UP000046392,Strongyloides papillosus (Intestinal threadworm),174720,18232
UP000015351,Litoreibacter arenae DSM 19593,1123360,3637
UP000006653,Aeromonas virus 25,233894,242
UP000169848,Macropodid alphaherpesvirus 1,137443,71
UP000002181,Mycobacterium phage Ramsey,563123,108
UP000101403,Panthera leo persica papillomavirus type 1,323366,7
UP000169225,Simian adenovirus 20,585059,32
UP000123759,Kigluaik phantom virus,1502216,3
UP000176389,Candidatus Woykebacteria bacterium RBG_16_43_9,1802596,749
UP000179119,Omnitrophica bacterium RIFCSPHIGHO2_02_FULL_51_18,1801823,1389
UP000178681,Candidatus Gottesmanbacteria bacterium RIFCSPHIGHO2_01_FULL_42_12,1798377,857
UP000178240,Candidatus Buchananbacteria bacterium RIFCSPHIGHO2_01_FULL_44_11,1797535,884
UP000179024,Candidatus Roizmanbacteria bacterium RIFCSPHIGHO2_12_FULL_44_10,1802054,516
UP000179157,Candidatus Fraserbacteria bacterium RBG_16_55_9,1817864,1544
UP000095322,Candidatus Doolittlea endobia,1778262,568
UP000005139,Thermosinus carboxydivorans Nor1,401526,2738
UP000178885,Candidatus Muproteobacteria bacterium RBG_16_65_34,1817760,1828
UP000027931,Tumebacillus flagellatus,1157490,4452
UP000036046,Puniceibacterium sp. IMCC21224,1618204,5212
UP000076761,Neolentinus lepideus HHB14362 ss-1,1314782,13108
UP000055590,Vulgatibacter incomptus,1391653,3704
UP000033468,Rhodospirillaceae bacterium BRH_c57,1629718,3397
UP000053477,Schizopora paradoxa,27342,17051
UP000002668,Leptosphaeria maculans (strain JN3 / isolate v23.1.3 / race Av1-4-5-6-7-8) (Blackleg fungus) (Phoma lingam),985895,12608
UP000184556,Burkholderiales bacterium 68-12,1896170,3349
UP000178661,Candidatus Nomurabacteria bacterium RIFCSPLOWO2_12_FULL_37_8,1801793,484
UP000031030,Microbacterium mangrovi,1348253,3509
UP000009246,Human herpesvirus 7 (strain JI) (HHV-7) (Human T lymphotropic virus),57278,102
UP000014718,Cellulophaga phage phi46:1,1327974,54
UP000026990,Listeria phage LP-026,1173745,114
UP000018808,Synechococcus phage ACG-2014h,1340810,221
UP000014998,Escherichia phage JES2013,1327956,220
UP000013555,Mycobacterium phage Severus,1327776,80
UP000138261,European turkey coronavirus 080385d,1763410,13
UP000102095,Lymantria dispar cypovirus 14,165429,11
UP000075903,Anopheles merus (Mosquito),30066,13217
UP000154662,Dolphin morbillivirus,37131,7
UP000123284,Equus asinus papillomavirus 1,1163703,5
UP000031722,Listeria phage vB_LmoS_293,1591073,72
UP000109557,Farmington virus,1027468,5
UP000002893,Weissella phage phiYS61,1161906,48
UP000173942,Primnoa pacifica coral associated circular virus,1692262,2
UP000184476,Seinonella peptonophila,112248,3703
UP000095281,Meloidogyne hapla (Root-knot nematode worm),6305,14379
UP000024336,Nitrincola phage 1M3-16,1472912,144
UP000122687,Torque teno virus,68887,4
UP000169787,Dragonfly cyclovirus 2,1234880,2
UP000002628,Clavibacter phage CMP1,686439,74
UP000139255,Finch polyomavirus,349564,6
UP000019301,Escherichia phage KBNP1711,1436889,126
UP000026915,Theobroma cacao (Cacao) (Cocoa),3641,40615
UP000051867,candidate division Zixibacteria bacterium DG_27,1703423,961
UP000029493,Pseudomonas cremoricolorata,157783,4020
UP000063965,Coxiella-like endosymbiont,1592897,822
UP000008733,Ralstonia phage PE226,926543,9
UP000028007,Pedobacter antarcticus 4BY,1358423,3836
UP000184206,Salinicoccus alkaliphilus DSM 16010,1123231,2512
UP000033774,Elstera litoralis,552518,3298
UP000183614,Anaerolineae bacterium CG2_30_58_95,1805004,1395
UP000182885,Armatimonadetes bacterium CG2_30_59_28,1805027,4272
UP000019157,Citrobacter phage CR8,1455076,57
UP000002080,Enterobacteria phage phiEcoM-GJ1,451705,75
UP000001116,Kineococcus radiotolerans (strain ATCC BAA-149 / DSM 14245 / SRS30216),266940,4674
UP000167086,Rotavirus G,183407,12
UP000167590,Wigeon coronavirus HKU20,1159908,10
UP000152474,Elephant endotheliotropic herpesvirus 5,768738,115
UP000113928,Human adenovirus F serotype 40 (HAdV-40) (Human adenovirus 40),28284,33
UP000001849,Mycobacterium phage Myrna,546805,229
UP000009279,Mycobacterium phage Dreamboat,1086749,94
UP000030787,Candidatus Methanoplasma termitum,1577791,1393
UP000114976,Mandrillus leucophaeus cytomegalovirus,1654930,81
UP000175651,Desulfobacterales bacterium S3730MH5,1869298,2292
UP000011761,Baudoinia compniacensis (strain UAMH 10762) (Angels' share fungus),717646,10508
UP000054538,Paxillus rubicundulus Ve08.2h10,930991,21906
UP000030401,Pontibacillus litoralis JSM 072002,1385512,3202
UP000070249,Leucoagaricus sp. SymC.cos,1714833,12747
UP000006851,Coriobacterium glomerans (strain ATCC 49209 / DSM 20642 / JCM 10262 / PW2),700015,1768
UP000063699,Kibdelosporangium phytohabitans,860235,10118
UP000094112,Wickerhamomyces anomalus NRRL Y-366-8,683960,6406
UP000176610,Candidatus Bathyarchaeota archaeon RBG_16_48_13,1797381,867
UP000179004,Bacteroidetes bacterium RIFOXYA12_FULL_38_20,1797368,3815
UP000177813,Planctomycetes bacterium RBG_13_44_8b,1801960,1624
UP000178573,Candidatus Levybacteria bacterium RIFCSPHIGHO2_02_FULL_37_10,1798600,603
UP000176404,Candidatus Woesebacteria bacterium RIFCSPLOWO2_01_FULL_39_10b,1802517,1029
UP000028680,Planktomarina temperata RCA23,666509,3024
UP000178925,Candidatus Falkowbacteria bacterium RIFOXYA2_FULL_47_9,1797995,809
UP000179339,Actinobacteria bacterium RBG_19FT_COMBO_70_19,1797208,1716
UP000178886,Candidatus Moranbacteria bacterium RBG_19FT_COMBO_42_6,1801636,366
UP000177999,Deltaproteobacteria bacterium RBG_16_44_11,1797837,2137
UP000176746,Lentisphaerae bacterium GWF2_38_69,1798570,2749
UP000177797,Candidatus Taylorbacteria bacterium RIFCSPLOWO2_01_FULL_48_100,1802322,664
UP000176913,Deltaproteobacteria bacterium RIFOXYA12_FULL_61_11,1797896,3409
UP000178319,Candidatus Blackburnbacteria bacterium RIFCSPHIGHO2_02_FULL_44_20,1797516,880
UP000177579,Candidatus Falkowbacteria bacterium RIFOXYD2_FULL_34_120,1798007,1443
UP000178742,Candidatus Magasanikbacteria bacterium RIFCSPHIGHO2_02_FULL_41_13,1798676,585
UP000183987,Loktanella atrilutea,366533,4069
UP000176260,Candidatus Buchananbacteria bacterium RBG_13_39_9,1797531,700
UP000028183,endosymbiont of Acanthamoeba sp. UWC8,86106,1511
UP000094436,Bordetella sp. SCN 67-23,1660091,6144
UP000053409,Clostridia bacterium 41_269,1635275,1756
UP000006091,Clostridium phage phiMMP04,1204535,51
UP000054653,Trichinella britovi (Parasitic roundworm),45882,19931
UP000054244,Apaloderma vittatum (Bar-tailed trogon),57397,7903
UP000053573,Emmonsia parva UAMH 139,1246674,8561
UP000053283,Nipponia nippon (Crested ibis) (Ibis nippon),128390,14132
UP000051896,Chloroflexi bacterium CSP1-4,1640513,2462
UP000051645,Lactobacillus selangorensis,81857,2031
UP000051456,Frondihabitans sp. Leaf304,1736329,3039
UP000051330,Lactobacillus perolens DSM 12744,1423792,3052
UP000051169,Nitrospira bacterium SM23_35,1704026,1336
UP000051096,candidate division WOR_3 bacterium SM23_60,1703780,2501
UP000050975,candidate division WOR_3 bacterium SM1_77,1703778,1170
UP000050929,Lactobacillus tucceti DSM 20183,1423811,2050
UP000037921,Burkholderia sp. ST111,1682204,5742
UP000037722,Saccharothrix sp. NRRL B-16348,1415542,8415
UP000037558,Bacillus koreensis,284581,4402
UP000036873,Acetobacterium bakii,52689,3495
UP000005726,Candidatus Regiella insecticola LSR1,663321,1368
UP000035957,Peptococcaceae bacterium CEB3,999898,5055
UP000035366,Streptomyces incarnatus,665007,7427
UP000034919,Parcubacteria group bacterium GW2011_GWB1_43_6,1618872,621
UP000034816,candidate division WS6 bacterium GW2011_GWF1_35_23,1619097,380
UP000034745,Parcubacteria group bacterium GW2011_GWA1_Parcubacteria_45_10,1618789,493
UP000034588,Candidatus Gottesmanbacteria bacterium GW2011_GWB1_49_7,1618448,1156
UP000034204,Microgenomates group bacterium GW2011_GWC1_43_11,1618520,1121
UP000034160,Candidatus Amesbacteria bacterium GW2011_GWA2_42_12,1618356,823
UP000034044,Candidatus Wolfebacteria bacterium GW2011_GWC1_37_10,1619010,597
UP000033995,Candidatus Woesebacteria bacterium GW2011_GWA2_33_28,1618561,1044
UP000033894,Microgenomates group bacterium GW2011_GWC1_44_23,1618523,966
UP000033816,Parcubacteria group bacterium GW2011_GWA2_46_39,1618836,345
UP000033636,Thermoproteus sp. AZ2,1609232,1702
UP000078529,Aureimonas ureilytica,401562,4329
UP000077066,Methanobrevibacter filiformis,55758,1920
UP000030323,Citrobacter phage Moon,1540095,298
UP000001763,Yersinia phage PY54,172667,67
UP000029644,Algibacter lectus,221126,4609
UP000029507,Paenibacillus stellifer,169760,4417
UP000093159,Arcobacter porcinus,1935204,2011
UP000029052,Bifidobacterium magnum,1692,1507
UP000104365,Piscine reovirus,1157337,11
UP000108082,Faeces associated gemycircularvirus 5,1391034,2
UP000027470,Hammondia hammondi (Parasitic protozoan),99158,8003
UP000027020,Burkholderia sp. lig30,1192124,4988
UP000029223,Vibrio variabilis,990271,7941
UP000054662,Legionella worsleiensis,45076,2614
UP000054356,Halorubrum sp. J07HR59,1238428,1832
UP000051790,Lactobacillus manihotivorans DSM 13343 = JCM 12514,1423769,2921
UP000053370,Flexilinea flocculi,1678840,2774
UP000052994,Candidatus Burkholderia humilis,1090471,2894
UP000051855,Phycicoccus sp. Soil748,1736397,3556
UP000051565,Lactobacillus lindneri DSM 20690 = JCM 11027,1122148,1407
UP000051153,Coxiella sp. DG_40,1703354,2057
UP000050476,Rhodobacteraceae bacterium HLUCCA12,1666916,3600
UP000032232,Jannaschia aquimarina,935700,4049
UP000037969,Thermoactinomyces vulgaris,2026,3820
UP000037457,Parcubacteria bacterium C7867-006,1659200,685
UP000034953,Microgenomates group bacterium GW2011_GWA2_40_6,1618499,643
UP000029839,Cellulomonas carbonis T26,947969,3407
UP000178302,Candidatus Tagabacteria bacterium RIFCSPLOWO2_01_FULL_39_11,1802295,535
UP000183488,Parcubacteria group bacterium CG2_30_44_11,1805317,605
UP000027178,Kitasatospora cheerisanensis KCTC 2395,1348663,7804
UP000121369,Great Island virus,204269,11
UP000095208,Arenibacter sp. C-21,1883406,4762
UP000184516,Flavobacterium fluvii,468056,3488
UP000030310,Pantoea sp. PSNIH2,1484157,4329
UP000027981,Palaeococcus pacificus DY20341,1343739,1991
UP000031532,Scytonema millei VB511283,1245923,4950
UP000093657,Methylosinus sp. 3S-1,1849840,4187
UP000029554,Flavobacterium aquatile LMG 4008,1453498,2995
UP000033903,Candidatus Yanofskybacteria bacterium GW2011_GWA2_41_22,1619023,259
UP000034032,Candidatus Yanofskybacteria bacterium GW2011_GWA2_44_9,1619025,975
UP000034249,Parcubacteria group bacterium GW2011_GWB1_42_9,1618871,662
UP000034487,Berkelbacteria bacterium GW2011_GWA2_46_7,1618335,460
UP000000459,Methanolobus psychrophilus R15,1094980,3132
UP000037035,Puccinia sorghi,27349,21032
UP000050868,Rathayibacter sp. Leaf296,1736327,3537
UP000053300,Acidovorax sp. 12322-1,1705602,2662
UP000051719,Ensifer sp. Root278,1736509,6393
UP000052057,Rhizobium sp. Root482,1736543,4853
UP000053029,Fonsecaea pedrosoi CBS 271.37,1442368,12525
UP000053411,Fonsecaea multimorphosa CBS 102226,1442371,12368
UP000053518,Candidatus Paraburkholderia schumannianae,1069530,1438
UP000053625,Bacillus enclensis,1402860,4286
UP000053785,Leuconostoc sp. DORA_2,1403934,844
UP000053881,Bacillus galactosidilyticus,217031,2458
UP000054282,Plasmodium falciparum (isolate Dd2),57267,5132
UP000054487,Mesorhizobium sp. Root554,1736557,3514
UP000054705,Pelotomaculum thermopropionicum,110500,773
UP000184057,Sphingobium sp. 66-54,1895845,3709
UP000066284,Candidatus Nitrospira inopinata,1715989,3371
UP000070208,Bacteroidetes bacterium OLB8,1617419,3000
UP000007454,Beak and feather disease virus (BFDV),77856,7
UP000054355,Larimichthys crocea (Large yellow croaker) (Pseudosciaena crocea),215358,12677
UP000161901,Fulmarus glacialis papillomavirus 1,1463817,12
UP000155058,Avian paramyxovirus penguin/Falkland Islands/324/2007,862945,6
UP000006509,Staphylococcus phage Ipla7,1197953,59
UP000001892,Escherichia phage K1-dep(1),698487,50
UP000094332,Hyphomicrobium sp. SCN 65-11,1660102,3274
UP000147201,Human papillomavirus type 74,44028,8
UP000175879,Desulfobacterales bacterium S5133MH4,1869299,2879
UP000180220,Chloroflexi bacterium RBG_13_50_10,1797622,1276
UP000178255,Acidobacteria bacterium RIFCSPLOWO2_12_FULL_60_22,1797188,3271
UP000178490,Candidatus Magasanikbacteria bacterium RIFOXYD2_FULL_36_9,1798707,471
UP000177112,Candidatus Nomurabacteria bacterium RIFCSPHIGHO2_02_FULL_35_13,1801748,535
UP000177088,Candidatus Uhrbacteria bacterium RIFCSPHIGHO2_02_FULL_60_10,1802392,616
UP000178565,Candidatus Daviesbacteria bacterium RIFCSPLOWO2_01_FULL_39_12,1797785,1023
UP000178217,Candidatus Uhrbacteria bacterium RIFCSPHIGHO2_02_FULL_54_11,1802390,644
UP000176827,Bacteroidetes bacterium GWF2_42_66,1797351,4810
UP000179343,Betaproteobacteria bacterium RIFCSPLOWO2_12_61_14,1797494,940
UP000178951,candidate division WOR-1 bacterium RIFOXYB2_FULL_48_7,1802583,1126
UP000094463,Bacillus beveridgei,632773,3245
UP000092498,Caulobacteraceae bacterium OTSz_A_272,1759059,3743
UP000016560,Pseudomonas alcaligenes (strain ATCC 14909 / DSM 50342 / JCM 20561 / NBRC 14159 / NCIMB 9945 / NCTC 10367 / 1577),1215092,4528
UP000027265,Jaapia argillacea MUCL 33604,933084,16341
UP000001661,Acetohalobium arabaticum (strain ATCC 49924 / DSM 5501 / Z-7288),574087,2276
UP000032400,Klebsiella phage vB_KpnP_SU503,1610834,54
UP000002423,Staphylococcus phage phiMR25,487152,70
UP000132721,Night heron coronavirus HKU19,1159904,8
UP000129592,CAS virus,1223561,4
UP000162467,Rhesus monkey rhadinovirus H26-95,69256,95
UP000028663,Mycobacterium phage Cheetobro,1506716,92
UP000007870,Bacteroides phage B124-14,1105171,68
UP000000701,Mycobacterium phage Drago,1074303,103
UP000076021,Rummeliibacillus stabekisii,241244,3235
UP000177139,Elusimicrobia bacterium RIFOXYB2_FULL_48_7,1797967,1594
UP000185003,Chitinophaga niabensis,536979,5774
UP000028933,Elizabethkingia anophelis NUHP1,1338011,4061
UP000002113,Vibrio phage Vf33,127509,7
UP000031728,Streptococcus phage Str-PAP-1,1589270,57
UP000030732,Clostridium phage phiCD505,1582154,76
UP000002119,Salmonella phage SS3e,293644,58
UP000007671,Human papillomavirus type 63,28311,8
UP000051588,bacterium SM23_31,1703762,2295
UP000051175,Gammaproteobacteria bacterium SG8_11,1703402,3359
UP000051173,Ramlibacter sp. Leaf400,1736365,4275
UP000000311,Camponotus floridanus (Florida carpenter ant),104421,14787
UP000001580,Staphylococcus phage phiNM3,387909,65
UP000183088,Elusimicrobia bacterium CG1_02_37_114,1805131,2051
UP000125623,Circovirus-like genome DHCV-5,1788454,2
UP000179219,Candidatus Woesebacteria bacterium RBG_13_34_9,1802477,488
UP000177902,Chloroflexi bacterium RBG_13_48_10,1797620,1898
UP000184201,Chloroflexi bacterium 44-23,1895927,3568
UP000031113,Streptomyces sp. 769,1262452,9427
UP000001995,Mycobacterium phage Tweety,439809,109
UP000008893,Erwinia phage vB_EamP-S6,1051675,115
UP000178611,Euryarchaeota archaeon RBG_13_57_23,1797977,1364
UP000054618,Legionella quinlivanii,45073,2989
UP000170672,Drosophila melanogaster birnavirus SW-2009a,663281,3
UP000113833,Human adenovirus 50,107462,46
UP000136916,Vaccinia virus (strain Ankara) (VACV),126794,213
UP000007634,Canine distemper virus (strain Onderstepoort) (CDV),11233,7
UP000013553,Mycobacterium phage PattyP,1327773,92
UP000008217,Influenza A virus (strain A/Duck/Germany/1949 H10N7),382838,12
UP000032303,Photobacterium gaetbulicola Gung47,658445,4974
UP000177629,Candidatus Terrybacteria bacterium RIFCSPHIGHO2_01_FULL_48_17,1802362,883
UP000178448,Candidatus Gottesmanbacteria bacterium RBG_16_52_11,1798374,1345
UP000177050,Candidatus Roizmanbacteria bacterium RIFOXYD1_FULL_38_12,1802093,1178
UP000177565,Candidatus Taylorbacteria bacterium RIFCSPHIGHO2_02_FULL_46_13,1802312,876
UP000176855,Candidatus Staskawiczbacteria bacterium RIFCSPHIGHO2_01_FULL_39_25,1802202,743
UP000178841,Candidatus Lloydbacteria bacterium RIFCSPHIGHO2_01_FULL_41_20,1798657,561
UP000184526,Clostridium collagenovorans DSM 3089,1121306,2997
UP000115085,Kadipiro virus,104580,11
UP000059113,Erythrobacter atlanticus,1648404,3172
UP000053352,Pyrodictium occultum,2309,1602
UP000051758,Cryomorphaceae bacterium BACL21 MAG-121220-bin10,1655592,1662
UP000051243,Rhodobacter sp. BACL10 MAG-120910-bin24,1655597,2416
UP000050901,Lactobacillus mucosae DSM 13345,1423771,1967
UP000034796,Parcubacteria group bacterium GW2011_GWC2_42_6,1618928,485
UP000037931,Pseudomonas fuscovaginae,50340,6316
UP000036407,Nitrospina sp. SCGC_AAA799_C22,1628279,1350
UP000105903,Influenza B virus (B/Waikato/1/2012),1757864,11
UP000034818,Candidatus Peregrinibacteria bacterium GW2011_GWF2_39_17,1619067,1127
UP000034173,Parcubacteria group bacterium GW2011_GWC2_42_12,1618926,962
UP000033909,Parcubacteria group bacterium GW2011_GWC1_41_7,1618904,534
UP000033817,Parcubacteria group bacterium GW2011_GWB1_45_10,1618877,523
UP000077372,Denitrobacterium detoxificans,79604,1731
UP000075406,Candidatus Bathyarchaeota archaeon B24,1779368,1576
UP000071392,Cephaloticoccus capnophilus,1548208,1549
UP000068243,Aspergillus niger,5061,10373
